Location,Account,Campaign,Platform
"95758, California, United States",CGDR,Nationwide (CA),GOOGLE
"93105, California, United States",CGDR,Nationwide (CA),GOOGLE
"90018, California, United States",CGDR,Nationwide (CA),GOOGLE
"91737, California, United States",CGDR,Nationwide (CA),GOOGLE
"94553, California, United States",CGDR,Nationwide (CA),GOOGLE
"94595, California, United States",CGDR,Nationwide (CA),GOOGLE
"92179, California, United States",CGDR,Nationwide (CA),GOOGLE
"95231, California, United States",CGDR,Nationwide (CA),GOOGLE
"91911, California, United States",CGDR,Nationwide (CA),GOOGLE
"95329, California, United States",CGDR,Nationwide (CA),GOOGLE
"90503, California, United States",CGDR,Nationwide (CA),GOOGLE
"90755, California, United States",CGDR,Nationwide (CA),GOOGLE
"95045, California, United States",CGDR,Nationwide (CA),GOOGLE
"93721, California, United States",CGDR,Nationwide (CA),GOOGLE
"94103, California, United States",CGDR,Nationwide (CA),GOOGLE
"95668, California, United States",CGDR,Nationwide (CA),GOOGLE
"91381, California, United States",CGDR,Nationwide (CA),GOOGLE
"95065, California, United States",CGDR,Nationwide (CA),GOOGLE
"93066, California, United States",CGDR,Nationwide (CA),GOOGLE
"94127, California, United States",CGDR,Nationwide (CA),GOOGLE
"91505, California, United States",CGDR,Nationwide (CA),GOOGLE
"90715, California, United States",CGDR,Nationwide (CA),GOOGLE
"92655, California, United States",CGDR,Nationwide (CA),GOOGLE
"95357, California, United States",CGDR,Nationwide (CA),GOOGLE
"90304, California, United States",CGDR,Nationwide (CA),GOOGLE
"90604, California, United States",CGDR,Nationwide (CA),GOOGLE
"93101, California, United States",CGDR,Nationwide (CA),GOOGLE
"95903, California, United States",CGDR,Nationwide (CA),GOOGLE
"93110, California, United States",CGDR,Nationwide (CA),GOOGLE
"92335, California, United States",CGDR,Nationwide (CA),GOOGLE
"92115, California, United States",CGDR,Nationwide (CA),GOOGLE
"94552, California, United States",CGDR,Nationwide (CA),GOOGLE
"94547, California, United States",CGDR,Nationwide (CA),GOOGLE
"94930, California, United States",CGDR,Nationwide (CA),GOOGLE
"93626, California, United States",CGDR,Nationwide (CA),GOOGLE
"92410, California, United States",CGDR,Nationwide (CA),GOOGLE
"92657, California, United States",CGDR,Nationwide (CA),GOOGLE
"92140, California, United States",CGDR,Nationwide (CA),GOOGLE
"90245, California, United States",CGDR,Nationwide (CA),GOOGLE
"92117, California, United States",CGDR,Nationwide (CA),GOOGLE
"93953, California, United States",CGDR,Nationwide (CA),GOOGLE
"93247, California, United States",CGDR,Nationwide (CA),GOOGLE
"91107, California, United States",CGDR,Nationwide (CA),GOOGLE
"95616, California, United States",CGDR,Nationwide (CA),GOOGLE
"94010, California, United States",CGDR,Nationwide (CA),GOOGLE
"91342, California, United States",CGDR,Nationwide (CA),GOOGLE
"91916, California, United States",CGDR,Nationwide (CA),GOOGLE
"95210, California, United States",CGDR,Nationwide (CA),GOOGLE
"90211, California, United States",CGDR,Nationwide (CA),GOOGLE
"91931, California, United States",CGDR,Nationwide (CA),GOOGLE
"95618, California, United States",CGDR,Nationwide (CA),GOOGLE
"92128, California, United States",CGDR,Nationwide (CA),GOOGLE
"95367, California, United States",CGDR,Nationwide (CA),GOOGLE
"94404, California, United States",CGDR,Nationwide (CA),GOOGLE
"95124, California, United States",CGDR,Nationwide (CA),GOOGLE
"92356, California, United States",CGDR,Nationwide (CA),GOOGLE
"94038, California, United States",CGDR,Nationwide (CA),GOOGLE
"92397, California, United States",CGDR,Nationwide (CA),GOOGLE
"93727, California, United States",CGDR,Nationwide (CA),GOOGLE
"91104, California, United States",CGDR,Nationwide (CA),GOOGLE
"95832, California, United States",CGDR,Nationwide (CA),GOOGLE
"90401, California, United States",CGDR,Nationwide (CA),GOOGLE
"94610, California, United States",CGDR,Nationwide (CA),GOOGLE
"92028, California, United States",CGDR,Nationwide (CA),GOOGLE
"94070, California, United States",CGDR,Nationwide (CA),GOOGLE
"95652, California, United States",CGDR,Nationwide (CA),GOOGLE
"92347, California, United States",CGDR,Nationwide (CA),GOOGLE
"92584, California, United States",CGDR,Nationwide (CA),GOOGLE
"91763, California, United States",CGDR,Nationwide (CA),GOOGLE
"93266, California, United States",CGDR,Nationwide (CA),GOOGLE
"95676, California, United States",CGDR,Nationwide (CA),GOOGLE
"93452, California, United States",CGDR,Nationwide (CA),GOOGLE
"92084, California, United States",CGDR,Nationwide (CA),GOOGLE
"95607, California, United States",CGDR,Nationwide (CA),GOOGLE
"91501, California, United States",CGDR,Nationwide (CA),GOOGLE
"95035, California, United States",CGDR,Nationwide (CA),GOOGLE
"93906, California, United States",CGDR,Nationwide (CA),GOOGLE
"91941, California, United States",CGDR,Nationwide (CA),GOOGLE
"92880, California, United States",CGDR,Nationwide (CA),GOOGLE
"94128, California, United States",CGDR,Nationwide (CA),GOOGLE
"94611, California, United States",CGDR,Nationwide (CA),GOOGLE
"94589, California, United States",CGDR,Nationwide (CA),GOOGLE
"90038, California, United States",CGDR,Nationwide (CA),GOOGLE
"91108, California, United States",CGDR,Nationwide (CA),GOOGLE
"94937, California, United States",CGDR,Nationwide (CA),GOOGLE
"95709, California, United States",CGDR,Nationwide (CA),GOOGLE
"92321, California, United States",CGDR,Nationwide (CA),GOOGLE
"91945, California, United States",CGDR,Nationwide (CA),GOOGLE
"91030, California, United States",CGDR,Nationwide (CA),GOOGLE
"95060, California, United States",CGDR,Nationwide (CA),GOOGLE
"92011, California, United States",CGDR,Nationwide (CA),GOOGLE
"90640, California, United States",CGDR,Nationwide (CA),GOOGLE
"92868, California, United States",CGDR,Nationwide (CA),GOOGLE
"92530, California, United States",CGDR,Nationwide (CA),GOOGLE
"94597, California, United States",CGDR,Nationwide (CA),GOOGLE
"92025, California, United States",CGDR,Nationwide (CA),GOOGLE
"90047, California, United States",CGDR,Nationwide (CA),GOOGLE
"94115, California, United States",CGDR,Nationwide (CA),GOOGLE
"91384, California, United States",CGDR,Nationwide (CA),GOOGLE
"95119, California, United States",CGDR,Nationwide (CA),GOOGLE
"92203, California, United States",CGDR,Nationwide (CA),GOOGLE
"91607, California, United States",CGDR,Nationwide (CA),GOOGLE
"93615, California, United States",CGDR,Nationwide (CA),GOOGLE
"95831, California, United States",CGDR,Nationwide (CA),GOOGLE
"95202, California, United States",CGDR,Nationwide (CA),GOOGLE
"92314, California, United States",CGDR,Nationwide (CA),GOOGLE
"91103, California, United States",CGDR,Nationwide (CA),GOOGLE
"94114, California, United States",CGDR,Nationwide (CA),GOOGLE
"90062, California, United States",CGDR,Nationwide (CA),GOOGLE
"93042, California, United States",CGDR,Nationwide (CA),GOOGLE
"95358, California, United States",CGDR,Nationwide (CA),GOOGLE
"93043, California, United States",CGDR,Nationwide (CA),GOOGLE
"95129, California, United States",CGDR,Nationwide (CA),GOOGLE
"94608, California, United States",CGDR,Nationwide (CA),GOOGLE
"90802, California, United States",CGDR,Nationwide (CA),GOOGLE
"90014, California, United States",CGDR,Nationwide (CA),GOOGLE
"92341, California, United States",CGDR,Nationwide (CA),GOOGLE
"92629, California, United States",CGDR,Nationwide (CA),GOOGLE
"95946, California, United States",CGDR,Nationwide (CA),GOOGLE
"95606, California, United States",CGDR,Nationwide (CA),GOOGLE
"95136, California, United States",CGDR,Nationwide (CA),GOOGLE
"95386, California, United States",CGDR,Nationwide (CA),GOOGLE
"92126, California, United States",CGDR,Nationwide (CA),GOOGLE
"94501, California, United States",CGDR,Nationwide (CA),GOOGLE
"93434, California, United States",CGDR,Nationwide (CA),GOOGLE
"94947, California, United States",CGDR,Nationwide (CA),GOOGLE
"92703, California, United States",CGDR,Nationwide (CA),GOOGLE
"95945, California, United States",CGDR,Nationwide (CA),GOOGLE
"92610, California, United States",CGDR,Nationwide (CA),GOOGLE
"92078, California, United States",CGDR,Nationwide (CA),GOOGLE
"93726, California, United States",CGDR,Nationwide (CA),GOOGLE
"91963, California, United States",CGDR,Nationwide (CA),GOOGLE
"94940, California, United States",CGDR,Nationwide (CA),GOOGLE
"91978, California, United States",CGDR,Nationwide (CA),GOOGLE
"91803, California, United States",CGDR,Nationwide (CA),GOOGLE
"91401, California, United States",CGDR,Nationwide (CA),GOOGLE
"90631, California, United States",CGDR,Nationwide (CA),GOOGLE
"95039, California, United States",CGDR,Nationwide (CA),GOOGLE
"93536, California, United States",CGDR,Nationwide (CA),GOOGLE
"93015, California, United States",CGDR,Nationwide (CA),GOOGLE
"92405, California, United States",CGDR,Nationwide (CA),GOOGLE
"92307, California, United States",CGDR,Nationwide (CA),GOOGLE
"95714, California, United States",CGDR,Nationwide (CA),GOOGLE
"90703, California, United States",CGDR,Nationwide (CA),GOOGLE
"92506, California, United States",CGDR,Nationwide (CA),GOOGLE
"92691, California, United States",CGDR,Nationwide (CA),GOOGLE
"90042, California, United States",CGDR,Nationwide (CA),GOOGLE
"93442, California, United States",CGDR,Nationwide (CA),GOOGLE
"92676, California, United States",CGDR,Nationwide (CA),GOOGLE
"93591, California, United States",CGDR,Nationwide (CA),GOOGLE
"94131, California, United States",CGDR,Nationwide (CA),GOOGLE
"95203, California, United States",CGDR,Nationwide (CA),GOOGLE
"95242, California, United States",CGDR,Nationwide (CA),GOOGLE
"92539, California, United States",CGDR,Nationwide (CA),GOOGLE
"92881, California, United States",CGDR,Nationwide (CA),GOOGLE
"90717, California, United States",CGDR,Nationwide (CA),GOOGLE
"92274, California, United States",CGDR,Nationwide (CA),GOOGLE
"93463, California, United States",CGDR,Nationwide (CA),GOOGLE
"92567, California, United States",CGDR,Nationwide (CA),GOOGLE
"91724, California, United States",CGDR,Nationwide (CA),GOOGLE
"94506, California, United States",CGDR,Nationwide (CA),GOOGLE
"92543, California, United States",CGDR,Nationwide (CA),GOOGLE
"92840, California, United States",CGDR,Nationwide (CA),GOOGLE
"92625, California, United States",CGDR,Nationwide (CA),GOOGLE
"92352, California, United States",CGDR,Nationwide (CA),GOOGLE
"94702, California, United States",CGDR,Nationwide (CA),GOOGLE
"92548, California, United States",CGDR,Nationwide (CA),GOOGLE
"90621, California, United States",CGDR,Nationwide (CA),GOOGLE
"94939, California, United States",CGDR,Nationwide (CA),GOOGLE
"94904, California, United States",CGDR,Nationwide (CA),GOOGLE
"90277, California, United States",CGDR,Nationwide (CA),GOOGLE
"93402, California, United States",CGDR,Nationwide (CA),GOOGLE
"95237, California, United States",CGDR,Nationwide (CA),GOOGLE
"94559, California, United States",CGDR,Nationwide (CA),GOOGLE
"94303, California, United States",CGDR,Nationwide (CA),GOOGLE
"94590, California, United States",CGDR,Nationwide (CA),GOOGLE
"93551, California, United States",CGDR,Nationwide (CA),GOOGLE
"92230, California, United States",CGDR,Nationwide (CA),GOOGLE
"92648, California, United States",CGDR,Nationwide (CA),GOOGLE
"90044, California, United States",CGDR,Nationwide (CA),GOOGLE
"91731, California, United States",CGDR,Nationwide (CA),GOOGLE
"92411, California, United States",CGDR,Nationwide (CA),GOOGLE
"93430, California, United States",CGDR,Nationwide (CA),GOOGLE
"95837, California, United States",CGDR,Nationwide (CA),GOOGLE
"91977, California, United States",CGDR,Nationwide (CA),GOOGLE
"91343, California, United States",CGDR,Nationwide (CA),GOOGLE
"95691, California, United States",CGDR,Nationwide (CA),GOOGLE
"95821, California, United States",CGDR,Nationwide (CA),GOOGLE
"92501, California, United States",CGDR,Nationwide (CA),GOOGLE
"91325, California, United States",CGDR,Nationwide (CA),GOOGLE
"95605, California, United States",CGDR,Nationwide (CA),GOOGLE
"90303, California, United States",CGDR,Nationwide (CA),GOOGLE
"90813, California, United States",CGDR,Nationwide (CA),GOOGLE
"92123, California, United States",CGDR,Nationwide (CA),GOOGLE
"90006, California, United States",CGDR,Nationwide (CA),GOOGLE
"92536, California, United States",CGDR,Nationwide (CA),GOOGLE
"93631, California, United States",CGDR,Nationwide (CA),GOOGLE
"95341, California, United States",CGDR,Nationwide (CA),GOOGLE
"95836, California, United States",CGDR,Nationwide (CA),GOOGLE
"94925, California, United States",CGDR,Nationwide (CA),GOOGLE
"91020, California, United States",CGDR,Nationwide (CA),GOOGLE
"95230, California, United States",CGDR,Nationwide (CA),GOOGLE
"90404, California, United States",CGDR,Nationwide (CA),GOOGLE
"93610, California, United States",CGDR,Nationwide (CA),GOOGLE
"92240, California, United States",CGDR,Nationwide (CA),GOOGLE
"92067, California, United States",CGDR,Nationwide (CA),GOOGLE
"90402, California, United States",CGDR,Nationwide (CA),GOOGLE
"93221, California, United States",CGDR,Nationwide (CA),GOOGLE
"90031, California, United States",CGDR,Nationwide (CA),GOOGLE
"94132, California, United States",CGDR,Nationwide (CA),GOOGLE
"90029, California, United States",CGDR,Nationwide (CA),GOOGLE
"94516, California, United States",CGDR,Nationwide (CA),GOOGLE
"93657, California, United States",CGDR,Nationwide (CA),GOOGLE
"92057, California, United States",CGDR,Nationwide (CA),GOOGLE
"90232, California, United States",CGDR,Nationwide (CA),GOOGLE
"95623, California, United States",CGDR,Nationwide (CA),GOOGLE
"93730, California, United States",CGDR,Nationwide (CA),GOOGLE
"92060, California, United States",CGDR,Nationwide (CA),GOOGLE
"94061, California, United States",CGDR,Nationwide (CA),GOOGLE
"92315, California, United States",CGDR,Nationwide (CA),GOOGLE
"90603, California, United States",CGDR,Nationwide (CA),GOOGLE
"93651, California, United States",CGDR,Nationwide (CA),GOOGLE
"95385, California, United States",CGDR,Nationwide (CA),GOOGLE
"94102, California, United States",CGDR,Nationwide (CA),GOOGLE
"93534, California, United States",CGDR,Nationwide (CA),GOOGLE
"92866, California, United States",CGDR,Nationwide (CA),GOOGLE
"93429, California, United States",CGDR,Nationwide (CA),GOOGLE
"94535, California, United States",CGDR,Nationwide (CA),GOOGLE
"91744, California, United States",CGDR,Nationwide (CA),GOOGLE
"91776, California, United States",CGDR,Nationwide (CA),GOOGLE
"90706, California, United States",CGDR,Nationwide (CA),GOOGLE
"95317, California, United States",CGDR,Nationwide (CA),GOOGLE
"92585, California, United States",CGDR,Nationwide (CA),GOOGLE
"91935, California, United States",CGDR,Nationwide (CA),GOOGLE
"95110, California, United States",CGDR,Nationwide (CA),GOOGLE
"95125, California, United States",CGDR,Nationwide (CA),GOOGLE
"90710, California, United States",CGDR,Nationwide (CA),GOOGLE
"90061, California, United States",CGDR,Nationwide (CA),GOOGLE
"90502, California, United States",CGDR,Nationwide (CA),GOOGLE
"95380, California, United States",CGDR,Nationwide (CA),GOOGLE
"94596, California, United States",CGDR,Nationwide (CA),GOOGLE
"95626, California, United States",CGDR,Nationwide (CA),GOOGLE
"93532, California, United States",CGDR,Nationwide (CA),GOOGLE
"90067, California, United States",CGDR,Nationwide (CA),GOOGLE
"95050, California, United States",CGDR,Nationwide (CA),GOOGLE
"91605, California, United States",CGDR,Nationwide (CA),GOOGLE
"90270, California, United States",CGDR,Nationwide (CA),GOOGLE
"95323, California, United States",CGDR,Nationwide (CA),GOOGLE
"95641, California, United States",CGDR,Nationwide (CA),GOOGLE
"91361, California, United States",CGDR,Nationwide (CA),GOOGLE
"95005, California, United States",CGDR,Nationwide (CA),GOOGLE
"92398, California, United States",CGDR,Nationwide (CA),GOOGLE
"92595, California, United States",CGDR,Nationwide (CA),GOOGLE
"92103, California, United States",CGDR,Nationwide (CA),GOOGLE
"94579, California, United States",CGDR,Nationwide (CA),GOOGLE
"90094, California, United States",CGDR,Nationwide (CA),GOOGLE
"95991, California, United States",CGDR,Nationwide (CA),GOOGLE
"95635, California, United States",CGDR,Nationwide (CA),GOOGLE
"92504, California, United States",CGDR,Nationwide (CA),GOOGLE
"95340, California, United States",CGDR,Nationwide (CA),GOOGLE
"94709, California, United States",CGDR,Nationwide (CA),GOOGLE
"93060, California, United States",CGDR,Nationwide (CA),GOOGLE
"93242, California, United States",CGDR,Nationwide (CA),GOOGLE
"92116, California, United States",CGDR,Nationwide (CA),GOOGLE
"95073, California, United States",CGDR,Nationwide (CA),GOOGLE
"95382, California, United States",CGDR,Nationwide (CA),GOOGLE
"92054, California, United States",CGDR,Nationwide (CA),GOOGLE
"94133, California, United States",CGDR,Nationwide (CA),GOOGLE
"92845, California, United States",CGDR,Nationwide (CA),GOOGLE
"95120, California, United States",CGDR,Nationwide (CA),GOOGLE
"95819, California, United States",CGDR,Nationwide (CA),GOOGLE
"95953, California, United States",CGDR,Nationwide (CA),GOOGLE
"93001, California, United States",CGDR,Nationwide (CA),GOOGLE
"91775, California, United States",CGDR,Nationwide (CA),GOOGLE
"91504, California, United States",CGDR,Nationwide (CA),GOOGLE
"95608, California, United States",CGDR,Nationwide (CA),GOOGLE
"95982, California, United States",CGDR,Nationwide (CA),GOOGLE
"94970, California, United States",CGDR,Nationwide (CA),GOOGLE
"91980, California, United States",CGDR,Nationwide (CA),GOOGLE
"92021, California, United States",CGDR,Nationwide (CA),GOOGLE
"93711, California, United States",CGDR,Nationwide (CA),GOOGLE
"94111, California, United States",CGDR,Nationwide (CA),GOOGLE
"94571, California, United States",CGDR,Nationwide (CA),GOOGLE
"92284, California, United States",CGDR,Nationwide (CA),GOOGLE
"90810, California, United States",CGDR,Nationwide (CA),GOOGLE
"95633, California, United States",CGDR,Nationwide (CA),GOOGLE
"93291, California, United States",CGDR,Nationwide (CA),GOOGLE
"93543, California, United States",CGDR,Nationwide (CA),GOOGLE
"92586, California, United States",CGDR,Nationwide (CA),GOOGLE
"95376, California, United States",CGDR,Nationwide (CA),GOOGLE
"94105, California, United States",CGDR,Nationwide (CA),GOOGLE
"92131, California, United States",CGDR,Nationwide (CA),GOOGLE
"94609, California, United States",CGDR,Nationwide (CA),GOOGLE
"91710, California, United States",CGDR,Nationwide (CA),GOOGLE
"90292, California, United States",CGDR,Nationwide (CA),GOOGLE
"95701, California, United States",CGDR,Nationwide (CA),GOOGLE
"94510, California, United States",CGDR,Nationwide (CA),GOOGLE
"92256, California, United States",CGDR,Nationwide (CA),GOOGLE
"94550, California, United States",CGDR,Nationwide (CA),GOOGLE
"92093, California, United States",CGDR,Nationwide (CA),GOOGLE
"92019, California, United States",CGDR,Nationwide (CA),GOOGLE
"95113, California, United States",CGDR,Nationwide (CA),GOOGLE
"94134, California, United States",CGDR,Nationwide (CA),GOOGLE
"95135, California, United States",CGDR,Nationwide (CA),GOOGLE
"93023, California, United States",CGDR,Nationwide (CA),GOOGLE
"94801, California, United States",CGDR,Nationwide (CA),GOOGLE
"92415, California, United States",CGDR,Nationwide (CA),GOOGLE
"95673, California, United States",CGDR,Nationwide (CA),GOOGLE
"92313, California, United States",CGDR,Nationwide (CA),GOOGLE
"91750, California, United States",CGDR,Nationwide (CA),GOOGLE
"90010, California, United States",CGDR,Nationwide (CA),GOOGLE
"95337, California, United States",CGDR,Nationwide (CA),GOOGLE
"92109, California, United States",CGDR,Nationwide (CA),GOOGLE
"94558, California, United States",CGDR,Nationwide (CA),GOOGLE
"90806, California, United States",CGDR,Nationwide (CA),GOOGLE
"90807, California, United States",CGDR,Nationwide (CA),GOOGLE
"93535, California, United States",CGDR,Nationwide (CA),GOOGLE
"93901, California, United States",CGDR,Nationwide (CA),GOOGLE
"92653, California, United States",CGDR,Nationwide (CA),GOOGLE
"92806, California, United States",CGDR,Nationwide (CA),GOOGLE
"95822, California, United States",CGDR,Nationwide (CA),GOOGLE
"93638, California, United States",CGDR,Nationwide (CA),GOOGLE
"95713, California, United States",CGDR,Nationwide (CA),GOOGLE
"92136, California, United States",CGDR,Nationwide (CA),GOOGLE
"93212, California, United States",CGDR,Nationwide (CA),GOOGLE
"94502, California, United States",CGDR,Nationwide (CA),GOOGLE
"93609, California, United States",CGDR,Nationwide (CA),GOOGLE
"91207, California, United States",CGDR,Nationwide (CA),GOOGLE
"92602, California, United States",CGDR,Nationwide (CA),GOOGLE
"95377, California, United States",CGDR,Nationwide (CA),GOOGLE
"94025, California, United States",CGDR,Nationwide (CA),GOOGLE
"90063, California, United States",CGDR,Nationwide (CA),GOOGLE
"92860, California, United States",CGDR,Nationwide (CA),GOOGLE
"95842, California, United States",CGDR,Nationwide (CA),GOOGLE
"93612, California, United States",CGDR,Nationwide (CA),GOOGLE
"93550, California, United States",CGDR,Nationwide (CA),GOOGLE
"95681, California, United States",CGDR,Nationwide (CA),GOOGLE
"94920, California, United States",CGDR,Nationwide (CA),GOOGLE
"95722, California, United States",CGDR,Nationwide (CA),GOOGLE
"92782, California, United States",CGDR,Nationwide (CA),GOOGLE
"91711, California, United States",CGDR,Nationwide (CA),GOOGLE
"92372, California, United States",CGDR,Nationwide (CA),GOOGLE
"95326, California, United States",CGDR,Nationwide (CA),GOOGLE
"94107, California, United States",CGDR,Nationwide (CA),GOOGLE
"93454, California, United States",CGDR,Nationwide (CA),GOOGLE
"91791, California, United States",CGDR,Nationwide (CA),GOOGLE
"93040, California, United States",CGDR,Nationwide (CA),GOOGLE
"94949, California, United States",CGDR,Nationwide (CA),GOOGLE
"95355, California, United States",CGDR,Nationwide (CA),GOOGLE
"91377, California, United States",CGDR,Nationwide (CA),GOOGLE
"93625, California, United States",CGDR,Nationwide (CA),GOOGLE
"90008, California, United States",CGDR,Nationwide (CA),GOOGLE
"90027, California, United States",CGDR,Nationwide (CA),GOOGLE
"90011, California, United States",CGDR,Nationwide (CA),GOOGLE
"95677, California, United States",CGDR,Nationwide (CA),GOOGLE
"94520, California, United States",CGDR,Nationwide (CA),GOOGLE
"92549, California, United States",CGDR,Nationwide (CA),GOOGLE
"94567, California, United States",CGDR,Nationwide (CA),GOOGLE
"92102, California, United States",CGDR,Nationwide (CA),GOOGLE
"92061, California, United States",CGDR,Nationwide (CA),GOOGLE
"93905, California, United States",CGDR,Nationwide (CA),GOOGLE
"90301, California, United States",CGDR,Nationwide (CA),GOOGLE
"94306, California, United States",CGDR,Nationwide (CA),GOOGLE
"91914, California, United States",CGDR,Nationwide (CA),GOOGLE
"95350, California, United States",CGDR,Nationwide (CA),GOOGLE
"92561, California, United States",CGDR,Nationwide (CA),GOOGLE
"92865, California, United States",CGDR,Nationwide (CA),GOOGLE
"94591, California, United States",CGDR,Nationwide (CA),GOOGLE
"92637, California, United States",CGDR,Nationwide (CA),GOOGLE
"94938, California, United States",CGDR,Nationwide (CA),GOOGLE
"94703, California, United States",CGDR,Nationwide (CA),GOOGLE
"90221, California, United States",CGDR,Nationwide (CA),GOOGLE
"90089, California, United States",CGDR,Nationwide (CA),GOOGLE
"90815, California, United States",CGDR,Nationwide (CA),GOOGLE
"90745, California, United States",CGDR,Nationwide (CA),GOOGLE
"94123, California, United States",CGDR,Nationwide (CA),GOOGLE
"91356, California, United States",CGDR,Nationwide (CA),GOOGLE
"94515, California, United States",CGDR,Nationwide (CA),GOOGLE
"94583, California, United States",CGDR,Nationwide (CA),GOOGLE
"90505, California, United States",CGDR,Nationwide (CA),GOOGLE
"90240, California, United States",CGDR,Nationwide (CA),GOOGLE
"93465, California, United States",CGDR,Nationwide (CA),GOOGLE
"93257, California, United States",CGDR,Bakersfield,GOOGLE
"93250, California, United States",CGDR,Bakersfield,GOOGLE
"93311, California, United States",CGDR,Bakersfield,GOOGLE
"93268, California, United States",CGDR,Bakersfield,GOOGLE
"93518, California, United States",CGDR,Bakersfield,GOOGLE
"93201, California, United States",CGDR,Bakersfield,GOOGLE
"93306, California, United States",CGDR,Bakersfield,GOOGLE
"93305, California, United States",CGDR,Bakersfield,GOOGLE
"93307, California, United States",CGDR,Bakersfield,GOOGLE
"93313, California, United States",CGDR,Bakersfield,GOOGLE
"93203, California, United States",CGDR,Bakersfield,GOOGLE
"93263, California, United States",CGDR,Bakersfield,GOOGLE
"93531, California, United States",CGDR,Bakersfield,GOOGLE
"93304, California, United States",CGDR,Bakersfield,GOOGLE
"93280, California, United States",CGDR,Bakersfield,GOOGLE
"93285, California, United States",CGDR,Bakersfield,GOOGLE
"93314, California, United States",CGDR,Bakersfield,GOOGLE
"93287, California, United States",CGDR,Bakersfield,GOOGLE
"93226, California, United States",CGDR,Bakersfield,GOOGLE
"93561, California, United States",CGDR,Bakersfield,GOOGLE
"93270, California, United States",CGDR,Bakersfield,GOOGLE
"93283, California, United States",CGDR,Bakersfield,GOOGLE
"93220, California, United States",CGDR,Bakersfield,GOOGLE
"93238, California, United States",CGDR,Bakersfield,GOOGLE
"93312, California, United States",CGDR,Bakersfield,GOOGLE
"93260, California, United States",CGDR,Bakersfield,GOOGLE
"93301, California, United States",CGDR,Bakersfield,GOOGLE
"93218, California, United States",CGDR,Bakersfield,GOOGLE
"93205, California, United States",CGDR,Bakersfield,GOOGLE
"93207, California, United States",CGDR,Bakersfield,GOOGLE
"93309, California, United States",CGDR,Bakersfield,GOOGLE
"93224, California, United States",CGDR,Bakersfield,GOOGLE
"93206, California, United States",CGDR,Bakersfield,GOOGLE
"93215, California, United States",CGDR,Bakersfield,GOOGLE
"93219, California, United States",CGDR,Bakersfield,GOOGLE
"93240, California, United States",CGDR,Bakersfield,GOOGLE
"93276, California, United States",CGDR,Bakersfield,GOOGLE
"93308, California, United States",CGDR,Bakersfield,GOOGLE
"93721, California, United States",CGDR,Fresno,GOOGLE
"93657, California, United States",CGDR,Fresno,GOOGLE
"93701, California, United States",CGDR,Fresno,GOOGLE
"93637, California, United States",CGDR,Fresno,GOOGLE
"93630, California, United States",CGDR,Fresno,GOOGLE
"93704, California, United States",CGDR,Fresno,GOOGLE
"93611, California, United States",CGDR,Fresno,GOOGLE
"93242, California, United States",CGDR,Fresno,GOOGLE
"93662, California, United States",CGDR,Fresno,GOOGLE
"93245, California, United States",CGDR,Fresno,GOOGLE
"93722, California, United States",CGDR,Fresno,GOOGLE
"93266, California, United States",CGDR,Fresno,GOOGLE
"93705, California, United States",CGDR,Fresno,GOOGLE
"93247, California, United States",CGDR,Fresno,GOOGLE
"93291, California, United States",CGDR,Fresno,GOOGLE
"93730, California, United States",CGDR,Fresno,GOOGLE
"93612, California, United States",CGDR,Fresno,GOOGLE
"93292, California, United States",CGDR,Fresno,GOOGLE
"93706, California, United States",CGDR,Fresno,GOOGLE
"93723, California, United States",CGDR,Fresno,GOOGLE
"93711, California, United States",CGDR,Fresno,GOOGLE
"93618, California, United States",CGDR,Fresno,GOOGLE
"93728, California, United States",CGDR,Fresno,GOOGLE
"93727, California, United States",CGDR,Fresno,GOOGLE
"95317, California, United States",CGDR,Fresno,GOOGLE
"93616, California, United States",CGDR,Fresno,GOOGLE
"93609, California, United States",CGDR,Fresno,GOOGLE
"93619, California, United States",CGDR,Fresno,GOOGLE
"93656, California, United States",CGDR,Fresno,GOOGLE
"93648, California, United States",CGDR,Fresno,GOOGLE
"93636, California, United States",CGDR,Fresno,GOOGLE
"93710, California, United States",CGDR,Fresno,GOOGLE
"93725, California, United States",CGDR,Fresno,GOOGLE
"93703, California, United States",CGDR,Fresno,GOOGLE
"93638, California, United States",CGDR,Fresno,GOOGLE
"93702, California, United States",CGDR,Fresno,GOOGLE
"93230, California, United States",CGDR,Fresno,GOOGLE
"93277, California, United States",CGDR,Fresno,GOOGLE
"93221, California, United States",CGDR,Fresno,GOOGLE
"93274, California, United States",CGDR,Fresno,GOOGLE
"93654, California, United States",CGDR,Fresno,GOOGLE
"95340, California, United States",CGDR,Fresno,GOOGLE
"95348, California, United States",CGDR,Fresno,GOOGLE
"93625, California, United States",CGDR,Fresno,GOOGLE
"93212, California, United States",CGDR,Fresno,GOOGLE
"93615, California, United States",CGDR,Fresno,GOOGLE
"93726, California, United States",CGDR,Fresno,GOOGLE
"93610, California, United States",CGDR,Fresno,GOOGLE
"93720, California, United States",CGDR,Fresno,GOOGLE
"95333, California, United States",CGDR,Fresno,GOOGLE
"93626, California, United States",CGDR,Fresno,GOOGLE
"93631, California, United States",CGDR,Fresno,GOOGLE
"93651, California, United States",CGDR,Fresno,GOOGLE
"93272, California, United States",CGDR,Fresno,GOOGLE
"95341, California, United States",CGDR,Fresno,GOOGLE
"95365, California, United States",CGDR,Fresno,GOOGLE
