Location,Account,Campaign,Platform
"93737, California, United States",CGDR,Fresno,GOOGLE
"95306, California, United States",CGDR,Fresno,GOOGLE
"93256, California, United States",CGDR,Fresno,GOOGLE
"93653, California, United States",CGDR,Fresno,GOOGLE
"93267, California, United States",CGDR,Fresno,GOOGLE
"93276, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93260, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93656, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93625, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93703, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93207, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93287, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93309, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93277, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93285, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93274, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93311, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93631, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93721, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93612, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93212, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93312, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93241, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93304, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93615, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93637, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93242, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93618, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93308, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93610, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93301, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93252, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93266, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93219, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93220, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93270, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93267, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93722, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"95341, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93280, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"95340, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93221, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93215, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93306, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93272, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93654, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93657, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93653, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93725, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93201, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93720, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"95348, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93630, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93224, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93609, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93727, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93313, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93626, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93651, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93243, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93726, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93247, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93702, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93206, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93710, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93518, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93531, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93256, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93730, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93218, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93636, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93704, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93616, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93240, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93711, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93230, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93305, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93263, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93292, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93314, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93662, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93737, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93706, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93226, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93245, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93250, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93701, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93561, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"95317, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"95306, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93203, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93723, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93619, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93205, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93291, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93307, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93648, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"95365, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93611, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93225, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93268, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93257, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"95333, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93728, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93638, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93251, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"93705, California, United States",CGDR,Fresno + Bakersfield,GOOGLE
"92377, California, United States",CGDR,Los Angeles,GOOGLE
"90660, California, United States",CGDR,Los Angeles,GOOGLE
"90807, California, United States",CGDR,Los Angeles,GOOGLE
"91201, California, United States",CGDR,Los Angeles,GOOGLE
"92591, California, United States",CGDR,Los Angeles,GOOGLE
"92865, California, United States",CGDR,Los Angeles,GOOGLE
"92356, California, United States",CGDR,Los Angeles,GOOGLE
"91360, California, United States",CGDR,Los Angeles,GOOGLE
"92335, California, United States",CGDR,Los Angeles,GOOGLE
"92648, California, United States",CGDR,Los Angeles,GOOGLE
"91762, California, United States",CGDR,Los Angeles,GOOGLE
"91367, California, United States",CGDR,Los Angeles,GOOGLE
"90062, California, United States",CGDR,Los Angeles,GOOGLE
"92236, California, United States",CGDR,Los Angeles,GOOGLE
"90059, California, United States",CGDR,Los Angeles,GOOGLE
"90038, California, United States",CGDR,Los Angeles,GOOGLE
"92399, California, United States",CGDR,Los Angeles,GOOGLE
"93117, California, United States",CGDR,Los Angeles,GOOGLE
"92701, California, United States",CGDR,Los Angeles,GOOGLE
"92604, California, United States",CGDR,Los Angeles,GOOGLE
"93510, California, United States",CGDR,Los Angeles,GOOGLE
"92675, California, United States",CGDR,Los Angeles,GOOGLE
"90503, California, United States",CGDR,Los Angeles,GOOGLE
"91792, California, United States",CGDR,Los Angeles,GOOGLE
"92518, California, United States",CGDR,Los Angeles,GOOGLE
"92313, California, United States",CGDR,Los Angeles,GOOGLE
"90230, California, United States",CGDR,Los Angeles,GOOGLE
"92211, California, United States",CGDR,Los Angeles,GOOGLE
"91737, California, United States",CGDR,Los Angeles,GOOGLE
"90249, California, United States",CGDR,Los Angeles,GOOGLE
"90601, California, United States",CGDR,Los Angeles,GOOGLE
"91607, California, United States",CGDR,Los Angeles,GOOGLE
"91708, California, United States",CGDR,Los Angeles,GOOGLE
"91007, California, United States",CGDR,Los Angeles,GOOGLE
"92676, California, United States",CGDR,Los Angeles,GOOGLE
"92677, California, United States",CGDR,Los Angeles,GOOGLE
"93551, California, United States",CGDR,Los Angeles,GOOGLE
"92625, California, United States",CGDR,Los Angeles,GOOGLE
"90505, California, United States",CGDR,Los Angeles,GOOGLE
"91791, California, United States",CGDR,Los Angeles,GOOGLE
"92618, California, United States",CGDR,Los Angeles,GOOGLE
"91324, California, United States",CGDR,Los Angeles,GOOGLE
"91403, California, United States",CGDR,Los Angeles,GOOGLE
"92782, California, United States",CGDR,Los Angeles,GOOGLE
"90703, California, United States",CGDR,Los Angeles,GOOGLE
"91106, California, United States",CGDR,Los Angeles,GOOGLE
"92506, California, United States",CGDR,Los Angeles,GOOGLE
"92586, California, United States",CGDR,Los Angeles,GOOGLE
"90745, California, United States",CGDR,Los Angeles,GOOGLE
"91744, California, United States",CGDR,Los Angeles,GOOGLE
"91303, California, United States",CGDR,Los Angeles,GOOGLE
"90040, California, United States",CGDR,Los Angeles,GOOGLE
"92821, California, United States",CGDR,Los Angeles,GOOGLE
"90746, California, United States",CGDR,Los Angeles,GOOGLE
"92284, California, United States",CGDR,Los Angeles,GOOGLE
"90301, California, United States",CGDR,Los Angeles,GOOGLE
"92501, California, United States",CGDR,Los Angeles,GOOGLE
"92201, California, United States",CGDR,Los Angeles,GOOGLE
"92886, California, United States",CGDR,Los Angeles,GOOGLE
"90045, California, United States",CGDR,Los Angeles,GOOGLE
"92504, California, United States",CGDR,Los Angeles,GOOGLE
"92392, California, United States",CGDR,Los Angeles,GOOGLE
"93534, California, United States",CGDR,Los Angeles,GOOGLE
"90715, California, United States",CGDR,Los Angeles,GOOGLE
"90630, California, United States",CGDR,Los Angeles,GOOGLE
"92301, California, United States",CGDR,Los Angeles,GOOGLE
"92408, California, United States",CGDR,Los Angeles,GOOGLE
"92503, California, United States",CGDR,Los Angeles,GOOGLE
"92567, California, United States",CGDR,Los Angeles,GOOGLE
"92587, California, United States",CGDR,Los Angeles,GOOGLE
"91311, California, United States",CGDR,Los Angeles,GOOGLE
"90605, California, United States",CGDR,Los Angeles,GOOGLE
"92532, California, United States",CGDR,Los Angeles,GOOGLE
"90701, California, United States",CGDR,Los Angeles,GOOGLE
"91505, California, United States",CGDR,Los Angeles,GOOGLE
"90049, California, United States",CGDR,Los Angeles,GOOGLE
"90039, California, United States",CGDR,Los Angeles,GOOGLE
"91506, California, United States",CGDR,Los Angeles,GOOGLE
"91401, California, United States",CGDR,Los Angeles,GOOGLE
"90602, California, United States",CGDR,Los Angeles,GOOGLE
"92802, California, United States",CGDR,Los Angeles,GOOGLE
"92651, California, United States",CGDR,Los Angeles,GOOGLE
"90232, California, United States",CGDR,Los Angeles,GOOGLE
"90019, California, United States",CGDR,Los Angeles,GOOGLE
"92270, California, United States",CGDR,Los Angeles,GOOGLE
"93010, California, United States",CGDR,Los Angeles,GOOGLE
"90504, California, United States",CGDR,Los Angeles,GOOGLE
"91764, California, United States",CGDR,Los Angeles,GOOGLE
"91207, California, United States",CGDR,Los Angeles,GOOGLE
"92336, California, United States",CGDR,Los Angeles,GOOGLE
"90278, California, United States",CGDR,Los Angeles,GOOGLE
"92241, California, United States",CGDR,Los Angeles,GOOGLE
"92551, California, United States",CGDR,Los Angeles,GOOGLE
"92337, California, United States",CGDR,Los Angeles,GOOGLE
"92845, California, United States",CGDR,Los Angeles,GOOGLE
"93030, California, United States",CGDR,Los Angeles,GOOGLE
"92240, California, United States",CGDR,Los Angeles,GOOGLE
"90603, California, United States",CGDR,Los Angeles,GOOGLE
"92603, California, United States",CGDR,Los Angeles,GOOGLE
"91384, California, United States",CGDR,Los Angeles,GOOGLE
"90731, California, United States",CGDR,Los Angeles,GOOGLE
"92840, California, United States",CGDR,Los Angeles,GOOGLE
"90277, California, United States",CGDR,Los Angeles,GOOGLE
"90815, California, United States",CGDR,Los Angeles,GOOGLE
"90032, California, United States",CGDR,Los Angeles,GOOGLE
"92663, California, United States",CGDR,Los Angeles,GOOGLE
"90043, California, United States",CGDR,Los Angeles,GOOGLE
"90304, California, United States",CGDR,Los Angeles,GOOGLE
"91103, California, United States",CGDR,Los Angeles,GOOGLE
"91501, California, United States",CGDR,Los Angeles,GOOGLE
"92646, California, United States",CGDR,Los Angeles,GOOGLE
"91801, California, United States",CGDR,Los Angeles,GOOGLE
"92653, California, United States",CGDR,Los Angeles,GOOGLE
"90403, California, United States",CGDR,Los Angeles,GOOGLE
"92694, California, United States",CGDR,Los Angeles,GOOGLE
"90036, California, United States",CGDR,Los Angeles,GOOGLE
"91205, California, United States",CGDR,Los Angeles,GOOGLE
"90004, California, United States",CGDR,Los Angeles,GOOGLE
"91361, California, United States",CGDR,Los Angeles,GOOGLE
"93065, California, United States",CGDR,Los Angeles,GOOGLE
"90069, California, United States",CGDR,Los Angeles,GOOGLE
"91030, California, United States",CGDR,Los Angeles,GOOGLE
"92691, California, United States",CGDR,Los Angeles,GOOGLE
"92832, California, United States",CGDR,Los Angeles,GOOGLE
"92530, California, United States",CGDR,Los Angeles,GOOGLE
"90012, California, United States",CGDR,Los Angeles,GOOGLE
"93063, California, United States",CGDR,Los Angeles,GOOGLE
"92879, California, United States",CGDR,Los Angeles,GOOGLE
"91601, California, United States",CGDR,Los Angeles,GOOGLE
"90247, California, United States",CGDR,Los Angeles,GOOGLE
"91214, California, United States",CGDR,Los Angeles,GOOGLE
"91723, California, United States",CGDR,Los Angeles,GOOGLE
